['video', 'enonce', 'age', 'sexe', 'nationalité', 'langue maternelle', "niveau d'études", 'Exces (0/1/2)', 'Total']
[None, None, None, None, None, None, None, None, None]
['Sketch 1 - groupe 6 - Raymond - DELBART', "la preuve ben c'est qu'on peut le soustraire rien moins rien égale moins que rien", None, None, None, None, None, None, None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '1', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '1', None]
[None, None, '20', 'H', 'française - portugaise', 'français', 'Bac +3', '1', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '27', 'H', 'française', None, 'Bac +3', '0', None]
[None, None, None, None, None, None, None, None, None]
['Sketch 1 - groupe 6 - Raymond - DELBART', "alors si on peut trouver moins que rien c'est que rien vaut déjà quelque chose", None, None, None, None, None, None, None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '1', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '20', 'H', 'française - portugaise', 'français', 'Bac +3', '1', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '27', 'H', 'française', None, 'Bac +3', '1', None]
[None, None, None, None, None, None, None, None, None]
['Sketch 1 - groupe 6 - Raymond - DELBART', 'on peut acheter quelque chose avec rien', None, None, None, None, None, None, None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '20', 'H', 'française - portugaise', 'français', 'Bac +3', '2', None]
[None, None, '21', 'F', 'française', None, 'Bac +3', '0', None]
[None, None, '27', 'H', 'française', None, 'Bac +3', '0', None]
[None, 'vous allez adorer celui-ci', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, "C’est la teinte c'est le c’est le numéro 10", None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'moi pour le moment je suis un peu…', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Fraçaise', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'quoi que franchement.', None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', None, None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'quoi que ça passerait super bien', None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 4', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, 'c’est un petit rose froid en fait.', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, 'il est super joli', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 4', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, 'mais en ce moment je pense que je partirai plus sur celui-ci il un peu plus chaud', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, 'mais les deux sont vraiment très très beaux', None, 'F', 'Française', None, 'Bac+3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '1', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, 'et si vous aimez le genre de blush plutôt liquide', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '1', None]
[None, 'vous allez adorer les Baby God blush dans ce format là!', None, 'F', 'Française', None, 'Bac +3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '1', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, 'donc en fait vous avez un petit embout en mousse', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, 'que vous connaissez heu', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, 'vous appuyez', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, 'ça fait sortir le produit', None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, 'et les teintes elles sont haaaa', None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '1', None]
[None, None, None, 'F', None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', None, None]
[None, None, None, 'F', 'Française', None, 'bac + 3', '0', None]
[None, 'j’en ai trop mis', None, 'F', 'Française', None, 'bac +3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, None, None, None]
[None, None, None, 'F', None, None, 'Bac+3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'les teintes elles sont super jolies', None, 'F', 'Française', None, 'bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'aussi vous avez la teinte 30 qui esttt', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Françasie', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'le dusty rose super', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'joli rose un peu pêche j’adore', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', None, None, None, None, None]
[None, 'on a le blushing Berry donc le numéro 20 qui est super', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, "beau parce que c'est une teinte un peu rosée assez fraîche", None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, 'en fait ça avec en automne', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, 'ça va être canon avec un petit rouge à lèvres', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, 'un peu burundi super joli', None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, None, None, None, None, None, None]
[None, 'j’adore la teinte', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, "on a la teinte numéro 10 qui est la teinte pinalicious ça c'est vraiment", None, 'F', 'Française', None, 'Bac + 3', '1', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, 'pour ceux qui', None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac +3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, 'adorent le rose', None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, None, None, None, None, None, None]
[None, "et la dernière teinte c'est la Numéro 40 c’est le Coral crush qui je pense...", None, 'F', 'française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac+3', None, None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]
[None, None, None, 'F', 'Française', None, 'Bac + 3', '0', None]

